Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
152.00,39.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4262,3179,-1
528.00,3140.00,5,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4315,4343,1
274.00,172.00,4,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4792,2533,-1
315.00,2625.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4792,4792,1
157.00,785.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,31674,31674,1
388.00,3880.00,6,"Other non-OR therapeutic procedures, male genital",Male Genital Organs,3054,3054,1
388.00,1940.00,2,"Other non-OR therapeutic procedures, male genital",Male Genital Organs,3189,4301,1
416.00,4160.00,2,"Other non-OR therapeutic procedures, male genital",Male Genital Organs,4079,4301,1
768.00,1920.00,2,"Other non-OR therapeutic procedures, male genital",Male Genital Organs,4249,4330,1
0.00,0.00,3,"Other non-OR therapeutic procedures, male genital",Male Genital Organs,4262,4301,1
286.00,465.00,3,Other operations on fallopian tubes,Female Genital Organs,242,2396,-1
13.00,26.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4251,32365,-1
143.00,754.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4262,3555,-1
106.00,501.00,17,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4262,5196,1
43.00,97.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4262,7339,1
8.00,2.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4262,27435,-1
84.00,14.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4266,2828,-1
70.00,81.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4266,3136,1
31.00,34.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4266,6937,1
16.00,21.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4266,11786,-1
16.00,80.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4295,3136,1
16.00,160.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4295,6937,1
77.00,201.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4301,3136,1
46.00,226.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4301,5196,1
127.00,574.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4301,6937,1
28.00,38.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4301,7339,1
103.00,292.00,11,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4315,5047,1
84.00,419.00,8,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4315,7193,1
16.00,20.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4315,13749,-1
20.00,25.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4315,20050,-1
0.00,0.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4335,2582,-1
128.00,67.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4335,9667,-1
7.00,4.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4335,23892,-1
66.00,107.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4343,3136,1
30.00,40.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4343,6937,1
0.00,0.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4343,7339,1
53.00,41.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4343,11786,-1
701.00,712.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4356,2828,-1
146.00,470.00,15,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4356,3136,1
298.00,625.00,21,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4356,6937,1
19.00,150.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4356,11786,-1
53.00,72.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4383,7193,1
626.00,216.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,3555,-1
16.00,80.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,5196,1
258.00,867.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,9692,-1
25.00,92.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,10762,-1
225.00,1142.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,16536,-1
281.00,1339.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,21950,-1
19.00,6.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,24341,-1
23.00,116.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4789,30567,-1
500.00,816.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,3555,-1
856.00,7053.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,3680,1
639.00,1293.00,11,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,9692,-1
21.00,56.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,10762,-1
796.00,164.00,9,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,11998,-1
280.00,584.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,16783,-1
302.00,63.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,17438,-1
170.00,34.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,19006,-1
122.00,24.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,20613,-1
0.00,0.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,23733,-1
166.00,35.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,25621,-1
153.00,30.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,26174,-1
390.00,394.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,26923,-1
280.00,56.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,28722,-1
5962.00,40355.00,74,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,28932,1
272.00,56.00,5,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,174,31122,-1
4167.00,26111.00,59,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,736,-1
3686.00,24572.00,47,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,744,1
19.00,8.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2584,-1
142.00,236.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2585,1
227.00,568.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2680,-1
401.00,1748.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2735,-1
5908.00,41343.00,41,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2828,-1
0.00,0.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,2966,-1
803.00,2860.00,7,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,3358,-1
167.00,835.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,3674,1
0.00,0.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,3927,-1
173.00,87.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,4210,-1
286.00,1235.00,3,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,4332,-1
674.00,163.00,6,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,4865,-1
882.00,4410.00,7,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,5582,-1
206.00,412.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,6684,-1
310.00,905.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,6710,-1
1814.00,9119.00,21,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,6861,-1
544.00,236.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,7593,-1
191.00,101.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,10071,-1
516.00,2372.00,4,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,11330,-1
270.00,450.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,12281,-1
537.00,2685.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,13689,-1
212.00,52.00,2,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,14428,-1
997.00,5380.00,11,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,16783,-1
0.00,0.00,5,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,18981,-1
631.00,4277.00,9,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,19749,-1
0.00,0.00,7,"Other diagnostic procedures (interview, evaluation, consultation)",Evaluation and Therapeutic Procedures,180,22650,-1
304.00,316.00,9,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,16536,-1
16.00,31.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4792,16890,-1
0.00,0.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,6473,19723,-1
0.00,0.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,15268,3136,1
314.00,3140.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,18892,2828,-1
133.00,885.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,19351,3555,-1
1522.00,9080.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,19351,3680,1
29.00,250.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,19351,5196,1
19.00,95.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,19351,30532,-1
224.00,1644.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,28715,2828,-1
17.00,61.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,28932,5196,1
281.00,392.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,31674,5047,1
13.00,21.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,31674,6937,1
74.00,158.00,8,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,31700,5047,1
0.00,0.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,31700,21335,-1
45.00,225.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,31939,3680,1
39.00,107.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,32175,3136,1
52.00,520.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,32363,3680,1
704.00,3520.00,7,Other diagnostic ultrasound,Diagnostic Procedures,12,2828,-1
302.00,841.00,6,Other diagnostic ultrasound,Diagnostic Procedures,12,3136,1
93.00,345.00,3,Other diagnostic ultrasound,Diagnostic Procedures,12,5196,1
79.00,532.00,3,Other diagnostic ultrasound,Diagnostic Procedures,12,6937,1
97.00,389.00,2,Other diagnostic ultrasound,Diagnostic Procedures,85,2582,-1
272.00,544.00,2,Other diagnostic ultrasound,Diagnostic Procedures,85,3680,1
225.00,690.00,4,Other diagnostic ultrasound,Diagnostic Procedures,85,7732,1
161.00,511.00,4,Other diagnostic ultrasound,Diagnostic Procedures,85,26787,-1
86.00,18.00,4,Other diagnostic ultrasound,Diagnostic Procedures,174,3701,-1
571.00,1980.00,5,Other diagnostic ultrasound,Diagnostic Procedures,180,5047,1
92.00,265.00,2,Other diagnostic ultrasound,Diagnostic Procedures,180,24709,-1
315.00,788.00,2,Other diagnostic ultrasound,Diagnostic Procedures,187,26058,-1
110.00,550.00,3,Other diagnostic ultrasound,Diagnostic Procedures,209,5047,1
145.00,725.00,3,Other diagnostic ultrasound,Diagnostic Procedures,209,7193,1
75.00,51.00,3,Other diagnostic ultrasound,Diagnostic Procedures,209,16599,-1
746.00,2943.00,6,Other diagnostic ultrasound,Diagnostic Procedures,210,210,1
822.00,1201.00,3,Other diagnostic ultrasound,Diagnostic Procedures,210,2511,-1
354.00,793.00,3,Other diagnostic ultrasound,Diagnostic Procedures,210,3173,-1
1291.00,6321.00,13,Other diagnostic ultrasound,Diagnostic Procedures,210,3680,1
349.00,645.00,2,Other diagnostic ultrasound,Diagnostic Procedures,210,31516,-1
298.00,1490.00,2,Other diagnostic ultrasound,Diagnostic Procedures,242,744,1
274.00,1360.00,5,Other diagnostic ultrasound,Diagnostic Procedures,242,2582,-1
324.00,203.00,3,Other diagnostic ultrasound,Diagnostic Procedures,242,3379,-1
323.00,1615.00,2,Other diagnostic ultrasound,Diagnostic Procedures,388,736,-1
507.00,2535.00,4,Other diagnostic ultrasound,Diagnostic Procedures,388,2828,-1
967.00,4261.00,13,Other diagnostic ultrasound,Diagnostic Procedures,388,3136,1
581.00,2905.00,3,Other diagnostic ultrasound,Diagnostic Procedures,388,4309,1
262.00,1310.00,2,Other diagnostic ultrasound,Diagnostic Procedures,388,4364,-1
197.00,930.00,3,Other diagnostic ultrasound,Diagnostic Procedures,388,5196,1
